title,year,runtime,certificate,rating,metascore,votes,gross
Rumble in the Bronx,1995,87,R,6.7,61.0,44641,32.39
Apt Pupil,1998,111,R,6.7,51.0,40543,8.84
Notorious,2009,122,R,6.7,60.0,45300,36.84
Tales from the Crypt: Demon Knight,1995,92,R,6.7,48.0,25304,21.09
Moxie,I) (2021,111,PG-13,6.7,54.0,27483,
Mili,2022,127,,6.7,,10550,
Just Like Heaven,2005,95,PG-13,6.7,47.0,114825,48.32
Spring,I) (2014,109,Not Rated,6.7,70.0,30200,0.05
The Pirates! Band of Misfits,2012,88,PG,6.7,73.0,50240,31.05
Appaloosa,2008,115,R,6.7,64.0,63061,20.21
The Enforcer,1976,96,R,6.7,58.0,47702,46.20
Slums of Beverly Hills,1998,91,R,6.7,69.0,14180,5.48
F/X,1986,109,R,6.7,71.0,21364,20.60
L.A. Story,1991,95,PG-13,6.7,66.0,33698,28.86
Midway,1976,132,PG,6.7,48.0,20593,
Leap!,2016,89,PG,6.7,48.0,23569,24.70
Sinbad: Legend of the Seven Seas,2003,86,PG,6.7,48.0,57483,26.48
The Valet,2022,124,PG-13,6.7,62.0,14842,
The Lady in the Van,2015,104,PG-13,6.7,70.0,30766,10.02
Zulu,2013,110,R,6.7,,19506,
Marvin's Room,1996,98,PG-13,6.7,68.0,29201,12.78
Regarding Henry,1991,108,PG-13,6.7,47.0,33611,43.00
Exodus,1960,208,Approved,6.7,70.0,10613,18.97
Blood and Bone,2009,93,R,6.7,,34875,
The Sugarland Express,1974,110,PG,6.7,65.0,18337,7.50
The Golden Glove,2019,115,Not Rated,6.7,38.0,16689,
Used Cars,1980,113,R,6.7,68.0,16162,
The Brave One,2007,122,R,6.7,56.0,62341,36.79
Performance,1970,105,R,6.7,,11040,0.19
Teen Titans GO! To the Movies,2018,84,PG,6.7,69.0,20836,29.79
The Jane Austen Book Club,2007,106,PG-13,6.7,61.0,28684,3.57
Night of the Creeps,1986,88,R,6.7,62.0,25039,0.59
Frankie and Johnny,1991,118,R,6.7,66.0,33207,22.77
Ju-on: The Grudge,2002,92,R,6.7,48.0,46640,0.33
The Last Days of Disco,1998,113,R,6.7,76.0,14006,2.99
With Honors,1994,101,PG-13,6.7,,15415,20.04
Don Juan DeMarco,1994,97,PG-13,6.7,63.0,52388,22.15
Stir Crazy,1980,111,R,6.7,56.0,29601,101.30
Cronos,1992,94,R,6.7,70.0,32058,0.62
Rachel Getting Married,2008,113,R,6.7,85.0,50430,12.80
The Stepfather,1987,89,R,6.7,72.0,17270,2.49
Passing,I) (2021,98,PG-13,6.7,85.0,15848,
A Whisker Away,2020,104,TV-PG,6.7,,12370,
Brideshead Revisited,2008,133,PG-13,6.7,64.0,13396,6.41
French Connection II,1975,119,R,6.7,68.0,19954,12.48
Albert Nobbs,2011,113,R,6.7,57.0,25209,3.01
Anna and the King,1999,148,PG-13,6.7,56.0,38255,39.26
The Air I Breathe,2007,95,R,6.7,37.0,34670,0.03
Nothing to Lose,1997,98,R,6.7,,48261,44.46
Cold in July,2014,109,R,6.7,73.0,36849,0.41
Bheed,2023,124,,6.7,,11218,
Battlestar Galactica,1978,148,PG,6.7,,10374,
"Mystery, Alaska",1999,119,R,6.7,49.0,27837,8.89
The Legend of Bagger Vance,2000,126,PG-13,6.7,47.0,58442,30.70
A Private War,2018,110,R,6.7,75.0,20360,1.63
The Hunter,IV) (2011,100,R,6.7,63.0,40536,0.18
Love Is Strange,2014,94,R,6.7,82.0,13014,2.25
The Sheltering Sky,1990,138,R,6.7,,13375,2.08
Turbo Kid,2015,93,Not Rated,6.7,60.0,29044,0.05
Kingsglaive: Final Fantasy XV,2016,110,PG-13,6.7,35.0,22692,0.23
The Best Man,1999,120,R,6.7,61.0,11468,34.10
The War,1994,126,PG-13,6.7,,13271,16.55
Stakeout,1987,117,R,6.7,69.0,27864,65.67
Your Sister's Sister,2011,90,R,6.7,72.0,28041,1.57
Swing Kids,1993,112,PG-13,6.7,39.0,16991,5.63
The Accidental Tourist,1988,121,PG,6.7,53.0,16892,32.63
Missing Link,2019,93,PG,6.7,68.0,27832,16.65
The Kindergarten Teacher,2018,96,R,6.7,75.0,17237,
A Christmas Story Christmas,2022,98,PG,6.7,55.0,16120,
Wild Target,2010,98,PG-13,6.7,41.0,39412,0.12
Goal! The Dream Begins,2005,118,PG,6.7,53.0,64936,4.28
The Brothers Bloom,2008,114,PG-13,6.7,55.0,51944,3.52
White Fang,I) (1991,107,PG,6.7,62.0,21791,34.79
This Must Be the Place,2011,118,R,6.7,61.0,36370,0.14
Proof,2005,100,PG-13,6.7,64.0,45693,7.52
Gorky Park,1983,128,R,6.7,60.0,15289,15.90
Flawless,2007,108,PG-13,6.7,57.0,25675,1.20
Blade of the Immortal,2017,140,R,6.7,72.0,18849,0.15
Ben Is Back,2018,103,R,6.7,66.0,23285,3.70
The Soloist,2009,117,PG-13,6.7,61.0,54750,31.67
The Man Without a Face,1993,115,PG-13,6.7,62.0,30392,24.76
The Robe,1953,135,Approved,6.7,,11159,36.00
Me and Orson Welles,2008,114,PG-13,6.7,73.0,11663,1.19
Housebound,2014,107,Not Rated,6.7,76.0,36648,
A Boy Called Christmas,2021,106,PG,6.7,61.0,24608,
The Party,1980,100,PG,6.7,,10001,
Starter for 10,2006,92,PG-13,6.7,69.0,24560,0.21
Om Shanti Om,2007,162,Not Rated,6.7,,46841,3.60
War and Peace,1956,208,PG,6.7,,10513,12.50
Uncle Boonmee Who Can Recall His Past Lives,2010,114,Not Rated,6.7,87.0,16711,0.18
Ride with the Devil,I) (1999,138,R,6.7,69.0,14271,0.63
M. Butterfly,1993,101,R,6.7,43.0,10623,1.50
Easy Money,2010,124,R,6.7,75.0,19290,0.19
Hamlet,1990,135,PG,6.7,53.0,23149,20.71
The Disappearance of Alice Creed,2009,100,R,6.7,65.0,27226,0.17
The Man Who Knew Too Much,1934,75,Approved,6.7,77.0,20262,
Dark Water,2002,101,PG-13,6.7,,33908,
Le Mans,1971,106,Approved,6.7,52.0,11337,0.71
The Mummy,1959,88,Unrated,6.7,62.0,10400,
Obsession,1976,98,PG,6.7,59.0,11169,1.00
Carrie Pilby,2016,98,Not Rated,6.7,52.0,13046,0.02
The Angel,2018,114,TV-MA,6.7,,14858,
A Monster in Paris,2011,90,PG,6.7,,22060,
The Last Man on Earth,1964,86,Not Rated,6.7,,20576,
All the Real Girls,2003,108,R,6.7,71.0,10927,0.55
Kopps,2003,90,,6.7,,22113,
Primary Colors,1998,143,R,6.7,70.0,29660,38.97
Please Stand By,2017,93,PG-13,6.7,49.0,14533,0.01
A Prairie Home Companion,2006,105,PG-13,6.7,75.0,23295,20.34
The Perfect Host,2010,93,R,6.7,48.0,27840,0.05
Behind the Mask: The Rise of Leslie Vernon,2006,92,R,6.7,66.0,24838,0.07
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,88,R,6.7,66.0,40944,
The Quiet Earth,1985,91,R,6.7,,26948,2.12
Batman: Gotham by Gaslight,2018,78,R,6.7,,18229,
Mo' Better Blues,1990,130,R,6.7,61.0,13192,16.15
The Paper,1994,112,R,6.7,70.0,14737,38.82
The Legend of Hell House,1973,95,PG,6.7,56.0,13559,
Postcards from the Edge,1990,101,R,6.7,71.0,18763,37.96
Taking Woodstock,2009,120,R,6.7,55.0,29706,7.44
The Photographer of Mauthausen,2018,110,TV-MA,6.7,,11828,
Journey's End,I) (2017,107,R,6.7,73.0,10814,0.16
Cypher,2002,95,R,6.7,,31746,
Morvern Callar,2002,97,R,6.7,78.0,10662,0.27
SubUrbia,1996,121,R,6.7,62.0,10201,0.73
8-Bit Christmas,2021,97,PG,6.7,66.0,19473,
Small Time Crooks,2000,94,PG,6.7,69.0,39787,17.07
Eagle vs Shark,2007,88,R,6.7,55.0,25549,0.22
Reign of the Supermen,2019,87,PG-13,6.7,,15618,
The Curse of the Jade Scorpion,2001,103,PG-13,6.7,52.0,41669,7.50
Buffalo Soldiers,2001,98,R,6.7,56.0,25203,0.35
The Shipping News,2001,111,R,6.7,47.0,33538,11.43
The Pirates of Somalia,2017,116,R,6.7,54.0,10748,
Smashed,2012,81,R,6.7,71.0,17392,0.38
Los ojos de Julia,2010,118,Not Rated,6.7,,36638,
The Element of Crime,1984,104,Not Rated,6.7,66.0,10812,
Beyond the Sea,2004,118,PG-13,6.7,46.0,15329,6.32
Mirrormask,2005,101,PG,6.7,55.0,23387,0.86
Elegy,I) (2008,112,R,6.7,66.0,22967,3.58
The Wild One,1953,79,Approved,6.7,67.0,16840,
Silent Movie,1976,87,Passed,6.7,75.0,18041,36.15
Happythankyoumoreplease,2010,100,R,6.7,45.0,30323,0.22
Rebel in the Rye,2017,106,PG-13,6.7,46.0,10397,0.38
Men & Chicken,2015,104,Not Rated,6.7,64.0,13891,0.03
In a World...,2013,93,R,6.7,79.0,32558,2.96
Flirting with Disaster,1996,92,R,6.7,81.0,19535,14.89
Cheap Thrills,I) (2013,88,Not Rated,6.7,63.0,20028,0.06
Film Stars Don't Die in Liverpool,2017,105,R,6.7,65.0,10344,1.03
Last Love,2013,111,Not Rated,6.7,36.0,12991,
Seems Like Old Times,1980,102,PG,6.7,58.0,10438,44.00
Fever Pitch,1997,102,R,6.7,55.0,11477,0.01
Fido,2006,93,R,6.7,70.0,29781,0.30
Journey to the West,2013,110,PG-13,6.7,68.0,13522,0.02
State and Main,2000,105,R,6.7,75.0,21801,6.92
The Children Act,2017,105,R,6.7,62.0,14293,0.51
Two Days in Paris,2007,96,R,6.7,67.0,31781,4.43
Tallulah,2016,111,,6.7,63.0,21056,
The Matador,2005,96,R,6.7,65.0,45926,12.59
Witchfinder General,1968,86,Unrated,6.7,,11543,
The Bridge at Remagen,1969,115,R,6.7,,10172,
Palindromes,2004,100,Not Rated,6.7,53.0,12729,0.55
Big Nothing,2006,86,R,6.7,,31418,
Coco Before Chanel,2009,105,PG-13,6.7,65.0,41435,6.11
The Last Supper,1995,92,R,6.7,,15355,0.44
Comet,2014,91,R,6.7,52.0,19214,
Shadows and Fog,1991,85,PG-13,6.7,,17752,2.74
Babysitting,I) (2014,85,,6.7,,11472,
Don't Think Twice,2016,92,R,6.7,83.0,18017,4.42
Atlantics,2019,106,TV-14,6.7,85.0,10088,
The Giant Mechanical Man,2012,94,PG-13,6.7,43.0,10378,0.01
Kidulthood,2006,89,R,6.7,,19544,
Borgman,2013,113,Not Rated,6.7,66.0,18472,0.06
Delibal,2015,117,,6.7,,11811,
Obvious Child,2014,84,R,6.7,76.0,26034,3.12
Girlfight,2000,110,R,6.7,70.0,11247,1.52
Restless,I) (2011,91,PG-13,6.7,47.0,18189,0.16
Grandma,2015,79,R,6.7,77.0,16403,6.98
Heartbreaker,2010,105,Not Rated,6.7,59.0,27251,0.50
Merantau,2009,134,R,6.7,,11227,
Jab Tak Hai Jaan,2012,176,Not Rated,6.7,,57250,3.05
Saints and Soldiers,2003,90,PG-13,6.7,56.0,21119,1.31
The Crime of Padre Amaro,2002,118,R,6.7,60.0,14215,5.71
Snow Falling on Cedars,1999,127,PG-13,6.7,44.0,14399,14.38
Flash Point,2007,88,R,6.7,38.0,13578,0.00
Faults,2014,89,Not Rated,6.7,70.0,10487,
Asterix: The Secret of the Magic Potion,2018,87,,6.7,,10733,1.27
Tristram Shandy,2005,94,R,6.7,80.0,13029,1.25
Redbelt,2008,99,R,6.7,69.0,21343,2.34
Gangster No. 1,2000,103,R,6.7,60.0,14333,0.03
Martian Child,2007,106,PG,6.7,48.0,20746,7.49
He Was a Quiet Man,2007,100,Not Rated,6.7,53.0,22963,
Defendor,2009,101,R,6.7,57.0,37270,0.04
Bon Cop Bad Cop,2006,117,R,6.7,,12969,
The Escapist,2008,102,Not Rated,6.7,56.0,17237,0.01
Fourth Man Out,2015,86,Unrated,6.7,43.0,10652,
Frequencies,2013,109,Not Rated,6.7,,14604,
The Hoax,2006,116,R,6.7,70.0,16941,7.16
Samba,2014,118,R,6.7,53.0,16988,0.15
Mujhse Shaadi Karogi,2004,163,,6.7,,16303,
The Fury of a Patient Man,2016,92,TV-MA,6.7,,12452,
Der Schuh des Manitu,2001,87,,6.7,,19669,
Bigil,2019,179,Not Rated,6.7,,22749,
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86,R,6.7,54.0,14341,5.52
Chhatriwali,2023,116,,6.7,,10639,
Copying Beethoven,2006,104,PG-13,6.7,59.0,13963,0.35
Cinayet Süsü,2019,112,,6.7,,18597,
Resurrecting the Champ,2007,112,PG-13,6.7,55.0,21100,3.17
We Have a Pope,2011,102,Not Rated,6.7,64.0,14051,0.48
Garam Masala,2005,146,Not Rated,6.7,,16540,
Sleepwalk with Me,2012,81,PG-13,6.7,71.0,12077,2.26
Sarkar,2018,163,Not Rated,6.7,,20961,
Kedarnath,2018,116,Not Rated,6.7,,14773,0.90
Yes Boss,1997,163,,6.7,,13820,
Sanak,2021,116,,6.7,,10716,
Race,I) (2008,149,Not Rated,6.7,,15538,1.37
The Teacher,2022,121,,6.7,,14056,
Chhalaang,2020,136,TV-14,6.7,,19630,
Catch a Fire,2006,101,PG-13,6.7,62.0,10662,4.29
Hunting and Gathering,2007,97,Not Rated,6.7,,12334,
X,II) (2022,105,R,6.6,79.0,139253,
Evil Dead Rise,2023,96,R,6.6,69.0,104641,
Licence to Kill,1989,133,PG-13,6.6,58.0,108924,34.67
Whitney Houston: I Wanna Dance with Somebody,2022,144,PG-13,6.6,51.0,19022,
Bird Box,2018,124,R,6.6,51.0,368447,
The Parent Trap,1998,128,PG,6.6,64.0,147359,66.31
The Pale Blue Eye,2022,128,R,6.6,56.0,111622,
Saw II,2005,93,R,6.6,40.0,262744,87.04
Venom,2018,112,PG-13,6.6,35.0,514300,213.52
Life,I) (2017,104,R,6.6,54.0,242641,30.23
The Lovely Bones,2009,135,PG-13,6.6,42.0,175227,43.82
Divergent,2014,139,PG-13,6.6,48.0,474977,150.95
The Other Guys,2010,107,PG-13,6.6,64.0,279813,119.22
Wild Things,1998,108,R,6.6,52.0,126034,29.75
EuroTrip,2004,92,R,6.6,45.0,216267,17.72
Event Horizon,1997,96,R,6.6,35.0,189914,26.67
Red Sparrow,2018,140,R,6.6,53.0,194440,46.87
The Stranger,II) (2022,117,TV-MA,6.6,74.0,22786,
The Lost City of Z,2016,141,PG-13,6.6,78.0,95905,8.58
Focus,II) (2015,105,R,6.6,56.0,263019,53.86
Weird Science,1985,94,PG-13,6.6,46.0,94073,23.83
Burnt,I) (2015,101,R,6.6,42.0,127561,13.65
The Wonder,I) (2022,108,R,6.6,71.0,39452,
Glass,2019,129,PG-13,6.6,43.0,256499,111.05
Lady Chatterley's Lover,2022,126,R,6.6,67.0,20094,
Talladega Nights: The Ballad of Ricky Bobby,2006,108,PG-13,6.6,66.0,192906,148.21
Anna,II) (2019,118,R,6.6,40.0,88390,7.74
The Green Knight,2021,130,R,6.6,85.0,109623,
Mother!,2017,121,R,6.6,76.0,238904,17.80
House of Gucci,2021,158,R,6.6,59.0,148690,53.81
Disobedience,2017,114,R,6.6,74.0,33807,3.48
Mamma Mia! Here We Go Again,2018,114,PG-13,6.6,60.0,102675,120.63
Star Wars: Episode II - Attack of the Clones,2002,142,PG,6.6,54.0,735767,310.68
This Is the End,2013,107,R,6.6,67.0,425545,101.47
My Big Fat Greek Wedding,2002,95,PG,6.6,62.0,138338,241.44
Pirates of the Caribbean: On Stranger Tides,2011,136,PG-13,6.6,45.0,546569,241.06
The Faculty,1998,104,R,6.6,61.0,129894,40.06
The Amazing Spider-Man 2,2014,142,PG-13,6.6,53.0,519278,202.85
The Incredible Hulk,2008,112,PG-13,6.6,61.0,510190,134.52
The Beach,I) (2000,119,R,6.6,43.0,247403,39.79
Jason Bourne,I) (2016,123,PG-13,6.6,58.0,235631,162.43
Stillwater,2021,139,R,6.6,60.0,50836,
Enola Holmes,2020,123,PG-13,6.6,68.0,207456,
I'm Thinking of Ending Things,2020,134,R,6.6,78.0,94460,
Jungle Cruise,2021,127,PG-13,6.6,50.0,202975,116.99
Project X,2012,88,R,6.6,48.0,223004,54.73
Hunter Killer,2018,121,R,6.6,43.0,68339,15.77
Footloose,1984,107,PG,6.6,42.0,86948,80.04
What Lies Beneath,2000,130,PG-13,6.6,51.0,131792,155.46
Speak No Evil,2022,97,Not Rated,6.6,78.0,29083,
The Village,2004,108,PG-13,6.6,44.0,270466,114.20
Revenge of the Nerds,1984,90,R,6.6,44.0,56851,40.90
Devotion,II) (2022,139,PG-13,6.6,66.0,24068,
Resident Evil,2002,100,R,6.6,33.0,280534,40.12
Puss in Boots,2011,90,PG,6.6,65.0,184481,149.26
The Hunger Games: Mockingjay - Part 1,2014,123,PG-13,6.6,64.0,476602,337.14
Elysium,I) (2013,109,R,6.6,61.0,460511,93.05
John Carter,2012,132,PG-13,6.6,51.0,280518,73.08
Empire of Light,2022,115,R,6.6,54.0,20244,
Death Becomes Her,1992,104,PG-13,6.6,56.0,125373,58.42
Joy Ride,2001,97,R,6.6,75.0,73241,21.97
The Da Vinci Code,2006,149,PG-13,6.6,46.0,447234,217.54
X-Men: The Last Stand,2006,104,PG-13,6.6,58.0,530013,234.36
Quantum of Solace,2008,106,PG-13,6.6,58.0,460814,168.37
Gummo,1997,89,R,6.6,19.0,36979,0.02
Operation Mincemeat,2021,128,PG-13,6.6,65.0,31625,
Smokin' Aces,2006,108,R,6.6,45.0,149450,35.66
The Fate of the Furious,2017,136,PG-13,6.6,56.0,245356,226.01
This Is Where I Leave You,2014,103,R,6.6,44.0,86043,34.29
The Harder They Fall,2021,139,R,6.6,68.0,68100,
Nymphomaniac: Vol. II,2013,124,Not Rated,6.6,60.0,95814,0.33
Ender's Game,2013,114,PG-13,6.6,51.0,248519,61.74
Robin Hood,2010,140,PG-13,6.6,53.0,276741,105.27
Forever My Girl,2018,108,PG,6.6,36.0,19870,16.38
"Me, Myself & Irene",2000,116,R,6.6,49.0,245159,90.57
Crocodile Dundee,1986,97,PG-13,6.6,62.0,111236,174.64
Child's Play,1988,87,R,6.6,58.0,109891,33.24
AKA,2023,122,TV-MA,6.6,,10655,
30 Days of Night,2007,113,R,6.6,53.0,183710,39.57
Heavyweights,1995,100,PG,6.6,42.0,29620,17.69
Cherry,I) (2021,142,R,6.6,44.0,35315,
Austin Powers: The Spy Who Shagged Me,1999,95,PG-13,6.6,59.0,242295,206.04
The Blob,1988,95,R,6.6,,40749,8.25
Anna Karenina,I) (2012,129,R,6.6,63.0,103849,12.82
Machete,2010,105,R,6.6,60.0,201355,26.59
Nanny McPhee,2005,97,PG,6.6,59.0,81833,47.14
One Piece Film: Red,2022,115,PG-13,6.6,69.0,13192,12.78
In the Realm of the Senses,1976,109,NC-17,6.6,,21960,
You're Next,2011,95,R,6.6,66.0,105327,18.47
Happy Death Day,2017,96,PG-13,6.6,58.0,153778,55.68
Hot Shots! Part Deux,1993,86,PG-13,6.6,64.0,94705,38.91
Operation Finale,2018,122,PG-13,6.6,58.0,46131,17.61
Causeway,2022,94,R,6.6,66.0,19805,
Drag Me to Hell,2009,99,PG-13,6.6,83.0,211429,42.10
Summer School,1987,97,PG-13,6.6,27.0,21472,35.66
Safe Haven,I) (2013,115,PG-13,6.6,34.0,114017,71.35
Annie,1982,127,PG,6.6,39.0,47730,57.06
The Best of Me,2014,118,PG-13,6.6,29.0,75585,26.76
8MM,1999,123,R,6.6,19.0,138321,36.66
Inherent Vice,2014,148,R,6.6,81.0,108226,8.11
The Invitation,I) (2015,100,Not Rated,6.6,74.0,115074,0.23
Eagle Eye,2008,118,PG-13,6.6,43.0,191974,101.11
Powder,1995,111,PG-13,6.6,,31775,30.86
Back to School,1986,96,PG-13,6.6,68.0,34718,91.26
Airport,1970,137,G,6.6,42.0,20815,100.49
Borat Subsequent Moviefilm,2020,95,R,6.6,68.0,147590,
The Bourne Legacy,2012,135,PG-13,6.6,61.0,310148,113.20
Gigi,1958,115,G,6.6,82.0,23856,
Tears of the Sun,2003,121,R,6.6,48.0,127186,43.73
Hitch,I) (2005,118,PG-13,6.6,58.0,327201,179.50
Hunger,II) (2023,146,TV-MA,6.6,,12348,
The Miseducation of Cameron Post,2018,91,Not Rated,6.6,69.0,24520,0.90
Prince of Persia: The Sands of Time,2010,116,PG-13,6.6,50.0,297878,90.76
Maleficent: Mistress of Evil,2019,119,PG,6.6,43.0,112901,113.93
Joy,I) (2015,124,PG-13,6.6,56.0,141477,56.45
Short Circuit,1986,98,PG,6.6,50.0,64522,40.70
The Chronicles of Riddick,2004,119,R,6.6,38.0,237034,57.76
RED 2,2013,116,PG-13,6.6,47.0,176684,53.26
Overlord,2018,110,R,6.6,60.0,103551,21.70
Kiss the Girls,1997,115,R,6.6,46.0,78236,60.53
Heavy Metal,1981,86,R,6.6,51.0,36934,
Spencer,2021,117,R,6.6,76.0,73054,
The Lego Movie 2: The Second Part,2019,107,PG,6.6,65.0,72931,105.81
The Expendables 2,2012,103,R,6.6,51.0,315083,85.02
Narvik: Hitler's First Defeat,2022,108,TV-14,6.6,,14353,
The 13th Warrior,1999,102,R,6.6,42.0,128962,32.70
The Hunger,1983,97,R,6.6,52.0,27963,5.98
Drop Dead Gorgeous,1999,97,PG-13,6.6,28.0,39391,10.56
Hush,I) (2016,82,R,6.6,67.0,146144,
The Heat,I) (2013,117,R,6.6,60.0,177881,159.58
Ghostbusters II,1989,108,PG,6.6,56.0,215367,112.49
The Great Outdoors,1988,91,PG,6.6,24.0,49736,41.46
Adrift,I) (2018,96,PG-13,6.6,56.0,59689,31.45
From Beyond,1986,85,R,6.6,60.0,28558,1.26
Diary of a Wimpy Kid: Rodrick Rules,2011,99,PG,6.6,51.0,34451,52.70
A Nightmare on Elm Street 3: Dream Warriors,1987,96,R,6.6,49.0,86148,44.79
The Pelican Brief,1993,141,PG-13,6.6,50.0,92387,100.77
Going in Style,2017,96,PG-13,6.6,50.0,89162,45.02
Spirited,2022,127,PG-13,6.6,55.0,42632,
The Wave,2015,105,R,6.6,68.0,40984,0.18
The Homesman,2014,122,R,6.6,68.0,34564,2.43
Bad Boys II,2003,147,R,6.6,38.0,260250,138.61
Monster House,2006,91,PG,6.6,68.0,130420,73.66
The Replacements,2000,118,PG-13,6.6,30.0,67684,44.74
The Informer,2019,113,R,6.6,61.0,40148,
Kiss of the Dragon,2001,98,R,6.6,58.0,65502,36.85
Thoroughbreds,2017,92,R,6.6,75.0,45141,2.83
May,2002,93,R,6.6,58.0,39032,0.15
Flushed Away,2006,85,PG,6.6,74.0,133602,64.67
Shanghai Noon,2000,110,PG-13,6.6,77.0,132223,56.94
Far and Away,1992,140,PG-13,6.6,49.0,66461,58.88
Lords of Chaos,2018,118,R,6.6,48.0,17915,0.25
New Jack City,1991,97,R,6.6,61.0,37434,47.62
Mr. Mom,1983,91,PG,6.6,50.0,26508,64.80
U-571,2000,116,PG-13,6.6,62.0,84516,77.09
Derailed,I) (2005,108,R,6.6,40.0,75295,36.02
The Legend of Billie Jean,1985,96,PG-13,6.6,45.0,11185,3.10
A Perfect Murder,1998,107,R,6.6,50.0,89337,67.64
The Rundown,2003,104,PG-13,6.6,59.0,110878,47.73
Psycho II,1983,113,R,6.6,54.0,29328,34.73
Black Rain,1989,125,R,6.6,56.0,57703,46.21
Rollerball,1975,125,Approved,6.6,56.0,27395,30.00
The Polar Express,2004,100,G,6.6,61.0,224600,183.37
Lethal Weapon 4,1998,127,R,6.6,37.0,168550,130.44
Courage Under Fire,1996,116,R,6.6,77.0,57684,59.03
All the Bright Places,2020,107,TV-MA,6.6,61.0,35877,
Madagascar: Escape 2 Africa,2008,89,PG,6.6,61.0,238904,180.01
The Eyes of Tammy Faye,2021,126,PG-13,6.6,55.0,37002,
Hotel Transylvania 2,2015,89,PG,6.6,44.0,136037,169.70
Australia,2008,165,PG-13,6.6,53.0,127335,49.55
Bad Words,2013,89,R,6.6,57.0,53876,7.76
Man on a Ledge,2012,102,PG-13,6.6,40.0,156380,18.62
Alpha,II) (2018,96,PG-13,6.6,63.0,64792,35.85
Toy Soldiers,1991,111,R,6.6,46.0,23949,15.07
Oliver & Company,1988,74,G,6.6,58.0,51150,74.15
Thank You for Your Service,I) (2017,109,R,6.6,68.0,15028,9.47
Last Vegas,2013,105,PG-13,6.6,48.0,134834,63.91
The Mosquito Coast,1986,117,PG,6.6,51.0,30367,14.30
Cracks,I) (2009,104,R,6.6,54.0,20674,0.02
Ingrid Goes West,2017,98,R,6.6,71.0,46304,3.02
Malcolm & Marie,2021,106,R,6.6,53.0,39571,
Whiskey Tango Foxtrot,2016,112,R,6.6,57.0,54448,23.05
The Manchurian Candidate,2004,129,R,6.6,76.0,113885,65.96
Star Trek III: The Search for Spock,1984,105,PG,6.6,56.0,84016,76.47
Midnight in the Garden of Good and Evil,1997,155,R,6.6,57.0,40693,25.08
Peter Rabbit,2018,95,PG,6.6,51.0,45976,115.25
Penguins of Madagascar,2014,92,PG,6.6,53.0,97480,83.35
French Kiss,1995,111,PG-13,6.6,50.0,51792,38.90
The Rules of Attraction,2002,110,R,6.6,50.0,52601,6.53
Midnight Sun,2018,91,PG-13,6.6,38.0,34203,9.56
Reality Bites,1994,99,PG-13,6.6,67.0,52191,20.98
The Final Countdown,1980,103,PG,6.6,51.0,25811,16.65
Dreamgirls,2006,130,PG-13,6.6,76.0,75849,103.37
Epic,2013,102,PG,6.6,52.0,108084,107.52
Mommie Dearest,1981,129,R,6.6,55.0,17357,19.03
Outbreak,1995,127,R,6.6,64.0,134120,67.82
Emma,1996,120,PG,6.6,66.0,40623,22.20
The Postman Always Rings Twice,1981,122,R,6.6,61.0,24910,12.38
The Recruit,2003,115,PG-13,6.6,56.0,139814,52.80
Titan A.E.,2000,94,PG,6.6,48.0,62849,22.75
Fame,1980,134,R,6.6,58.0,24001,0.12
The Bad Lieutenant: Port of Call - New Orleans,2009,122,R,6.6,69.0,79513,1.70
White Squall,1996,129,PG-13,6.6,53.0,24761,10.30
Plus One,I) (2019,98,Not Rated,6.6,65.0,13026,
The Wedding Ringer,2015,101,R,6.6,35.0,78641,64.46
The Command,2018,117,PG-13,6.6,55.0,20507,
Star Trek: Generations,1994,118,PG,6.6,55.0,85139,75.67
Phantasm,1979,89,R,6.6,72.0,39389,11.99
Café Society,2016,96,PG-13,6.6,64.0,79511,11.10
Half Baked,1998,82,R,6.6,16.0,66241,17.28
Run All Night,2015,114,R,6.6,59.0,112651,26.46
Dragonslayer,1981,109,PG,6.6,68.0,19221,14.11
The Snowtown Murders,2011,119,Not Rated,6.6,66.0,19953,0.01
The Man Who Fell to Earth,1976,139,R,6.6,81.0,27883,0.10
Copycat,1995,123,R,6.6,54.0,63317,32.05
Fear Street: Part Three - 1666,2021,114,R,6.6,68.0,58866,
21 Bridges,2019,99,R,6.6,51.0,70987,28.54
Shoot 'Em Up,2007,86,R,6.6,49.0,153166,12.81
Silent Running,1972,89,G,6.6,67.0,30599,0.69
Tommy,1975,111,PG,6.6,66.0,21967,34.25
Macbeth,I) (2015,113,R,6.6,71.0,58427,1.11
Fatherhood,I) (2021,109,PG-13,6.6,53.0,40835,
The Loved Ones,2009,84,R,6.6,73.0,42711,
*batteries not included,1987,106,PG,6.6,54.0,36842,32.95
Tuck Everlasting,2002,90,PG,6.6,66.0,24794,19.16
The Hollars,2016,88,PG-13,6.6,53.0,13771,1.02
Grumpier Old Men,1995,101,PG-13,6.6,46.0,28909,71.52
Victory,1981,116,PG,6.6,57.0,32305,10.85
Avengement,I) (2019,87,Not Rated,6.6,63.0,18597,
The Girl with All the Gifts,2016,111,R,6.6,67.0,62643,
Happiest Season,2020,102,PG-13,6.6,69.0,44162,
Midnight Special,2016,112,PG-13,6.6,76.0,82738,3.71
Nick and Norah's Infinite Playlist,2008,90,PG-13,6.6,64.0,94319,31.49
